object_word,verb,gender,tier,dep_type,is_dialogue,example
husband,possess,male,role_noun,dobj,False,[Illustration] Sir William stayed only a week at Hunsford; but his visit was long enough to convince him of his daughter’s being most comfortably sett
he,drive,male,pronoun,dobj,False,"While Sir William was with them, Mr. Collins devoted his mornings to driving him out in his gig, and showing him the country: but when he went away, t"
he,accompany,male,pronoun,dobj,True,"His arrival was soon known at the Parsonage; for Mr. Collins was walking the whole morning within view of the lodges opening into Hunsford Lane, in or"
fitzwilliam,bring,male,name,dobj,False,"There were two nephews of Lady Catherine to require them, for Mr. Darcy had brought with him a Colonel Fitzwilliam, the younger son of his uncle, Lord"
he,accompany,male,pronoun,dobj,False,"There were two nephews of Lady Catherine to require them, for Mr. Darcy had brought with him a Colonel Fitzwilliam, the younger son of his uncle, Lord"
girl,tell,female,role_noun,dobj,False,"Charlotte had seen them from her husband’s room, crossing the road, and immediately running into the other, told the girls what an honour they might e"
she,meet,female,pronoun,dobj,False,"Mr. Darcy looked just as he had been used to look in Hertfordshire, paid his compliments, with his usual reserve, to Mrs. Collins; and whatever might "
he,answer,male,pronoun,dobj,False,"She answered him in the usual way; and, after a moment’s pause, added,-- “My eldest sister has been in town these three months."
she,see,female,pronoun,dobj,True,Have you never happened to see her there?”
bennet,meet,female,name,dobj,False,She was perfectly sensible that he never had: but she wished to see whether he would betray any consciousness of what had passed between the Bingleys 
darcy,see,male,name,dobj,False,"Colonel Fitzwilliam had called at the Parsonage more than once during the time, but Mr. Darcy they had only seen at church."
himself,seat,male,pronoun,dobj,False,"He now seated himself by her, and talked so agreeably of Kent and Hertfordshire, of travelling and staying at home, of new books and music, that Eliza"
bennet,tell,female,name,dobj,True,What are you telling Miss Bennet?
she,tell,female,pronoun,dobj,True,"“I am very glad to hear such a good account of her,” said Lady Catherine; “and pray tell her from me, that she cannot expect to excel, if she does not"
she,charge,female,pronoun,dobj,True,"It cannot be done too much; and when I next write to her, I shall charge her not to neglect it on any account."
lady,tell,female,role_noun,dobj,True,"I often tell young ladies, that no excellence in music is to be acquired without constant practice."
bennet,tell,female,name,dobj,True,"I have told Miss Bennet several times, that she will never play really well, unless she practises more; and though Mrs. Collins has no instrument, she"
she,tell,female,pronoun,dobj,True,"I have told Miss Bennet several times, that she will never play really well, unless she practises more; and though Mrs. Collins has no instrument, she"
elizabeth,remind,female,name,dobj,False,"When coffee was over, Colonel Fitzwilliam reminded Elizabeth of having promised to play to him; and she sat down directly to the instrument."
himself,station,male,pronoun,dobj,False,"Lady Catherine listened to half a song, and then talked, as before, to her other nephew; till the latter walked away from her, and moving with his usu"
he,accuse,male,pronoun,dobj,True,"“Pray let me hear what you have to accuse him of,” cried Colonel Fitzwilliam."
he,see,male,pronoun,dobj,True,"The first time of my ever seeing him in Hertfordshire, you must know, was at a ball--and at this ball, what do you think he did?"
lady,know,female,role_noun,dobj,True,“I had not at that time the honour of knowing any lady in the assembly beyond my own party.”
fitzwilliam,address,male,name,dobj,False,"“Shall we ask your cousin the reason of this?” said Elizabeth, still addressing Colonel Fitzwilliam."
he,ask,male,pronoun,dobj,True,"“Shall we ask him why a man of sense and education, and who has lived in the world, is ill-qualified to recommend himself to strangers?”"
himself,recommend,male,pronoun,dobj,True,"“Shall we ask him why a man of sense and education, and who has lived in the world, is ill-qualified to recommend himself to strangers?”"
she,find,female,pronoun,dobj,False,"He seemed astonished too on finding her alone, and apologized for his intrusion, by letting her know that he had understood all the ladies to be withi"
he,see,male,pronoun,dobj,False,"and in this emergency recollecting _when_ she had seen him last in Hertfordshire, and feeling curious to know what he would say on the subject of thei"
he,accept,male,pronoun,dobj,True,"“Yes, indeed; his friends may well rejoice in his having met with one of the very few sensible women who would have accepted him, or have made him hap"
collins,marry,male,name,dobj,True,My friend has an excellent understanding--though I am not certain that I consider her marrying Mr. Collins as the wisest thing she ever did.
herself,call,female,pronoun,dobj,True,"Mr. and Mrs. Collins have a comfortable income, but not such a one as will allow of frequent journeys--and I am persuaded my friend would not call her"
he,recommend,male,pronoun,dobj,False,"It was plain to them all that Colonel Fitzwilliam came because he had pleasure in their society, a persuasion which of course recommended him still mo"
she,tell,female,pronoun,dobj,False,"Colonel Fitzwilliam’s occasionally laughing at his stupidity proved that he was generally different, which her own knowledge of him could not have tol"
herself,set,female,pronoun,dobj,False,"Colonel Fitzwilliam’s occasionally laughing at his stupidity proved that he was generally different, which her own knowledge of him could not have tol"
he,watch,male,pronoun,dobj,False,"Colonel Fitzwilliam’s occasionally laughing at his stupidity proved that he was generally different, which her own knowledge of him could not have tol"
fitzwilliam,marry,male,name,dobj,False,"In her kind schemes for Elizabeth, she sometimes planned her marrying Colonel Fitzwilliam."
she,admire,female,pronoun,dobj,False,"He was, beyond comparison, the pleasantest man: he certainly admired her, and his situation in life was most eligible; but, to counterbalance these ad"
darcy,meet,male,name,dobj,False,"[Illustration] More than once did Elizabeth, in her ramble within the park, unexpectedly meet Mr. Darcy."
he,bring,male,pronoun,dobj,False,"She felt all the perverseness of the mischance that should bring him where no one else was brought; and, to prevent its ever happening again, took car"
he,inform,male,pronoun,dobj,False,"She felt all the perverseness of the mischance that should bring him where no one else was brought; and, to prevent its ever happening again, took car"
she,strike,female,pronoun,dobj,False,"He never said a great deal, nor did she give herself the trouble of talking or of listening much; but it struck her in the course of their third encou"
fitzwilliam,have,male,name,dobj,False,Could he have Colonel Fitzwilliam in his thoughts?
she,distress,female,pronoun,dobj,False,"It distressed her a little, and she was quite glad to find herself at the gate in the pales opposite the Parsonage."
herself,find,female,pronoun,dobj,False,"It distressed her a little, and she was quite glad to find herself at the gate in the pales opposite the Parsonage."
she,meet,female,pronoun,dobj,False,"She was engaged one day, as she walked, in re-perusing Jane’s last letter, and dwelling on some passages which proved that Jane had not written in spi"
